ID,ClassificationID,ClassificationCode,Classification,Discipline,Position,query_text,MatchedUniclassTitle,MatchedUniclassCode,MatchScore,Alternates
2300,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Tunnel Internal Lead Drafter,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Tunnel Internal Lead Drafter,Unclassified,Ro_00_Unclassified,0.5092,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.42464718222618103}, {'title': 'Rail labourer', 'code': 'Ro_70_70_68', 'score': 0.41285955905914307}]"
2301,30.0,O7,OS Senior Technician,Geotechnical,Tunnel Internal Drafter,Classification: OS Senior Technician | Discipline: Geotechnical | Position: Tunnel Internal Drafter,Unclassified,Ro_00_Unclassified,0.6842,"[{'title': 'Tunnel engineer', 'code': 'Ro_50_20_91', 'score': 0.6487253904342651}, {'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'score': 0.5593353509902954}]"
2302,36.0,JCB_S,Jacobs PAA Salary,Design Management,Buildings Structures Discipline Lead,Classification: Jacobs PAA Salary | Discipline: Design Management | Position: Buildings Structures Discipline Lead,Unclassified,Ro_00_Unclassified,0.5197,"[{'title': 'Building design roles', 'code': 'Ro_50_10', 'score': 0.5071577429771423}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'score': 0.5068069696426392}]"
2303,36.0,JCB_S,Jacobs PAA Salary,Traffic Modelling,Reviewer,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: Reviewer,Unclassified,Ro_00_Unclassified,0.5782,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'score': 0.5707470774650574}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'score': 0.49415141344070435}]"
2304,36.0,JCB_S,Jacobs PAA Salary,Traffic Modelling,Traffic Modelling Lead - South,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: Traffic Modelling Lead - South,Unclassified,Ro_00_Unclassified,0.5882,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.5602251291275024}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'score': 0.49581700563430786}]"
2305,36.0,JCB_S,Jacobs PAA Salary,Traffic Modelling,Traffic Modeller - South,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: Traffic Modeller - South,Unclassified,Ro_00_Unclassified,0.599,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'score': 0.5932483077049255}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'score': 0.5096849203109741}]"
2306,36.0,JCB_S,Jacobs PAA Salary,Traffic Modelling,Traffic Modeller - South,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: Traffic Modeller - South,Unclassified,Ro_00_Unclassified,0.599,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'score': 0.5932483077049255}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'score': 0.5096849203109741}]"
2307,36.0,JCB_S,Jacobs PAA Salary,Traffic Modelling,Traffic and Transport Planner - North,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: Traffic and Transport Planner - North,Unclassified,Ro_00_Unclassified,0.6134,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.5904136896133423}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'score': 0.5510667562484741}]"
2308,36.0,JCB_S,Jacobs PAA Salary,Traffic Modelling,IV Aimsun,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: IV Aimsun,Unclassified,Ro_00_Unclassified,0.5795,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'score': 0.5651320219039917}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'score': 0.49760520458221436}]"
2309,36.0,JCB_S,Jacobs PAA Salary,Traffic Modelling,Temp Works Traffic Modeller,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: Temp Works Traffic Modeller,Unclassified,Ro_00_Unclassified,0.6239,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'score': 0.590580403804779}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'score': 0.5241609811782837}]"
2310,36.0,JCB_S,Jacobs PAA Salary,Structures,Bridges IV,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Bridges IV,Unclassified,Ro_00_Unclassified,0.4133,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'score': 0.38239187002182007}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'score': 0.37311381101608276}]"
2311,36.0,JCB_S,Jacobs PAA Salary,Buildings,BuildingsDiscipline  Lead,Classification: Jacobs PAA Salary | Discipline: Buildings | Position: BuildingsDiscipline  Lead,Unclassified,Ro_00_Unclassified,0.4457,"[{'title': 'Building control officer', 'code': 'Ro_30_30_09', 'score': 0.4371489882469177}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'score': 0.41973966360092163}]"
2312,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Roads Engineer,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Roads Engineer,Unclassified,Ro_00_Unclassified,0.5357,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.5172416567802429}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'score': 0.4417259693145752}]"
2313,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Road Safety Auditor - 3,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Road Safety Auditor - 3,Unclassified,Ro_00_Unclassified,0.4373,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'score': 0.4263269305229187}, {'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'score': 0.4194645583629608}]"
2314,36.0,JCB_S,Jacobs PAA Salary,Project Management,BID Manager,Classification: Jacobs PAA Salary | Discipline: Project Management | Position: BID Manager,Unclassified,Ro_00_Unclassified,0.5008,"[{'title': 'Facilities manager', 'code': 'Ro_10_40_30', 'score': 0.4866596460342407}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'score': 0.4794565439224243}]"
2316,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Leapfrog model review,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Leapfrog model review,Unclassified,Ro_00_Unclassified,0.6002,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'score': 0.5673360824584961}, {'title': 'Landscape architect', 'code': 'Ro_50_30_47', 'score': 0.4669632911682129}]"
2317,6.0,P5,Senior Engineer,Estimating,Quantity Surveyor - Supporting CNOP,Classification: Senior Engineer | Discipline: Estimating | Position: Quantity Surveyor - Supporting CNOP,Unclassified,Ro_00_Unclassified,0.6574,"[{'title': 'Building surveyor', 'code': 'Ro_70_10_11', 'score': 0.636306643486023}, {'title': 'Land surveyor', 'code': 'Ro_70_10_46', 'score': 0.5951948761940002}]"
2318,36.0,JCB_S,Jacobs PAA Salary,Pavements,Pavement IV,Classification: Jacobs PAA Salary | Discipline: Pavements | Position: Pavement IV,Unclassified,Ro_00_Unclassified,0.4192,"[{'title': 'Highways operative', 'code': 'Ro_70_70_37', 'score': 0.4062596559524536}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.3886108994483948}]"
2319,36.0,JCB_S,Jacobs PAA Salary,Drainage,Project Engineer,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Project Engineer,Unclassified,Ro_00_Unclassified,0.5839,"[{'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'score': 0.48169833421707153}, {'title': 'Hydraulic engineer', 'code': 'Ro_50_20_42', 'score': 0.4754093289375305}]"
2320,36.0,JCB_S,Jacobs PAA Salary,Drainage,Drainage & Flooding Lead,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Drainage & Flooding Lead,Unclassified,Ro_00_Unclassified,0.5413,"[{'title': 'Flood and coastal risk management officer', 'code': 'Ro_30_30_29', 'score': 0.4328506588935852}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'score': 0.41639769077301025}]"
2321,36.0,JCB_S,Jacobs PAA Salary,Sustainability,Sustainability Lead,Classification: Jacobs PAA Salary | Discipline: Sustainability | Position: Sustainability Lead,Unclassified,Ro_00_Unclassified,0.5405,"[{'title': 'Sustainability assessor', 'code': 'Ro_70_30_84', 'score': 0.5163629055023193}, {'title': 'Environmental officer', 'code': 'Ro_30_30_26', 'score': 0.41670554876327515}]"
2322,9.0,P7a,Experienced engineer 3,Sustainability,Climate Risk & Resilience,Classification: Experienced engineer 3 | Discipline: Sustainability | Position: Climate Risk & Resilience,Unclassified,Ro_00_Unclassified,0.55,"[{'title': 'Sustainability assessor', 'code': 'Ro_70_30_84', 'score': 0.5405769348144531}, {'title': 'Reliability engineer', 'code': 'Ro_50_20_72', 'score': 0.5156920552253723}]"
2323,36.0,JCB_S,Jacobs PAA Salary,Sustainability,Sustainability Consultant,Classification: Jacobs PAA Salary | Discipline: Sustainability | Position: Sustainability Consultant,Unclassified,Ro_00_Unclassified,0.6102,"[{'title': 'Sustainability assessor', 'code': 'Ro_70_30_84', 'score': 0.525871217250824}, {'title': 'Environmental consultant', 'code': 'Ro_70_30_28', 'score': 0.4916001558303833}]"
2324,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Geotech: Interpretive sections & Plans,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Geotech: Interpretive sections & Plans,Unclassified,Ro_00_Unclassified,0.6494,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'score': 0.597575306892395}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'score': 0.4815579950809479}]"
2328,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Roads CAD,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Roads CAD,Unclassified,Ro_00_Unclassified,0.464,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.44128262996673584}, {'title': 'Land surveyor', 'code': 'Ro_70_10_46', 'score': 0.4410043954849243}]"
2329,9.0,P7a,Experienced engineer 3,Road Civil,Road Safety Auditor,Classification: Experienced engineer 3 | Discipline: Road Civil | Position: Road Safety Auditor,Unclassified,Ro_00_Unclassified,0.5835,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'score': 0.56916344165802}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'score': 0.5130406618118286}]"
2330,36.0,JCB_S,Jacobs PAA Salary,Utilities,Utiltiy Lead North,Classification: Jacobs PAA Salary | Discipline: Utilities | Position: Utiltiy Lead North,Unclassified,Ro_00_Unclassified,0.437,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3963488042354584}, {'title': 'Chief financial officer', 'code': 'Ro_10_10_16', 'score': 0.38992607593536377}]"
2331,7.0,P6,Experienced engineer 1,Cut &amp; Covers,Cut & Cover Engineer,Classification: Experienced engineer 1 | Discipline: Cut &amp; Covers | Position: Cut & Cover Engineer,Unclassified,Ro_00_Unclassified,0.5326,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'score': 0.5222808122634888}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'score': 0.5108042359352112}]"
2332,36.0,JCB_S,Jacobs PAA Salary,Flooding,Flood Modelling Lead,Classification: Jacobs PAA Salary | Discipline: Flooding | Position: Flood Modelling Lead,Unclassified,Ro_00_Unclassified,0.5661,"[{'title': 'Drainage engineer', 'code': 'Ro_50_20_28', 'score': 0.47532057762145996}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'score': 0.4460717737674713}]"
2334,36.0,JCB_S,Jacobs PAA Salary,Design Management,Civil Spaceproofing Inputs,Classification: Jacobs PAA Salary | Discipline: Design Management | Position: Civil Spaceproofing Inputs,Unclassified,Ro_00_Unclassified,0.4794,"[{'title': 'Architect', 'code': 'Ro_50_10_03', 'score': 0.46472418308258057}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'score': 0.4641028642654419}]"
2335,35.0,ARC_S,Acradis PAA Salary,Project Management,ALT - Back Up,Classification: Acradis PAA Salary | Discipline: Project Management | Position: ALT - Back Up,Unclassified,Ro_00_Unclassified,0.4648,"[{'title': 'Project manager', 'code': 'Ro_30_10_67', 'score': 0.4430047869682312}, {'title': 'Development control officer', 'code': 'Ro_30_30_20', 'score': 0.4200860857963562}]"
2336,35.0,ARC_S,Acradis PAA Salary,Road Civil,Road Alignment North TOC,Classification: Acradis PAA Salary | Discipline: Road Civil | Position: Road Alignment North TOC,Unclassified,Ro_00_Unclassified,0.4107,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'score': 0.402133047580719}, {'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'score': 0.39468610286712646}]"
2337,35.0,ARC_S,Acradis PAA Salary,,,Classification: Acradis PAA Salary,Unclassified,Ro_00_Unclassified,0.3585,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3362898826599121}, {'title': 'Resident liaison officer', 'code': 'Ro_30_10_71', 'score': 0.31271398067474365}]"
2339,36.0,JCB_S,Jacobs PAA Salary,ITS (Surface),Surface ITS Package Lead,Classification: Jacobs PAA Salary | Discipline: ITS (Surface) | Position: Surface ITS Package Lead,Unclassified,Ro_00_Unclassified,0.3908,"[{'title': 'Facilities manager', 'code': 'Ro_10_40_30', 'score': 0.3825199007987976}, {'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3666883707046509}]"
2340,36.0,JCB_S,Jacobs PAA Salary,Project Management,,Classification: Jacobs PAA Salary | Discipline: Project Management,Unclassified,Ro_00_Unclassified,0.4986,"[{'title': 'Management consultant', 'code': 'Ro_10_40_52', 'score': 0.43945711851119995}, {'title': 'Facilities manager', 'code': 'Ro_10_40_30', 'score': 0.435879647731781}]"
2342,35.0,ARC_S,Acradis PAA Salary,,,Classification: Acradis PAA Salary,Unclassified,Ro_00_Unclassified,0.3585,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3362899124622345}, {'title': 'Resident liaison officer', 'code': 'Ro_30_10_71', 'score': 0.31271401047706604}]"
2343,36.0,JCB_S,Jacobs PAA Salary,ITS (Surface),ITS Engineer,Classification: Jacobs PAA Salary | Discipline: ITS (Surface) | Position: ITS Engineer,Unclassified,Ro_00_Unclassified,0.4652,"[{'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'score': 0.4303503632545471}, {'title': 'Rail engineer', 'code': 'Ro_50_20_70', 'score': 0.4296875596046448}]"
2344,35.0,ARC_S,Acradis PAA Salary,ITS (Surface),ITS engineer,Classification: Acradis PAA Salary | Discipline: ITS (Surface) | Position: ITS engineer,Unclassified,Ro_00_Unclassified,0.4421,"[{'title': 'Facade engineer', 'code': 'Ro_50_10_29', 'score': 0.437356173992157}, {'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'score': 0.4367150068283081}]"
2345,36.0,JCB_S,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Unclassified,Ro_00_Unclassified,0.3297,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3260365128517151}, {'title': 'Rail labourer', 'code': 'Ro_70_70_68', 'score': 0.29559463262557983}]"
2346,9.0,P7a,Experienced engineer 3,,,Classification: Experienced engineer 3,Unclassified,Ro_00_Unclassified,0.63,"[{'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'score': 0.6149769425392151}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'score': 0.6054409742355347}]"
2347,36.0,JCB_S,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Unclassified,Ro_00_Unclassified,0.3297,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3260365128517151}, {'title': 'Rail labourer', 'code': 'Ro_70_70_68', 'score': 0.29559463262557983}]"
2348,36.0,JCB_S,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Unclassified,Ro_00_Unclassified,0.3297,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3260365128517151}, {'title': 'Rail labourer', 'code': 'Ro_70_70_68', 'score': 0.29559463262557983}]"
2349,36.0,JCB_S,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Unclassified,Ro_00_Unclassified,0.3297,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3260365128517151}, {'title': 'Rail labourer', 'code': 'Ro_70_70_68', 'score': 0.29559463262557983}]"
2350,7.0,P6,Experienced engineer 1,,,Classification: Experienced engineer 1,Unclassified,Ro_00_Unclassified,0.6118,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'score': 0.6069883108139038}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'score': 0.5923910140991211}]"
2351,36.0,JCB_S,Jacobs PAA Salary,Buildings,Electrical Lead,Classification: Jacobs PAA Salary | Discipline: Buildings | Position: Electrical Lead,Unclassified,Ro_00_Unclassified,0.3973,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.394182413816452}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'score': 0.3912878632545471}]"
2352,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Road Engineer,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Road Engineer,Unclassified,Ro_00_Unclassified,0.5278,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.5128238201141357}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'score': 0.43985116481781006}]"
2353,36.0,JCB_S,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Unclassified,Ro_00_Unclassified,0.3297,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3260365128517151}, {'title': 'Rail labourer', 'code': 'Ro_70_70_68', 'score': 0.29559463262557983}]"
2354,23.0,P21a,Principal drafter/modeller,,,Classification: Principal drafter/modeller,Unclassified,Ro_00_Unclassified,0.4118,"[{'title': 'Data specialist', 'code': 'Ro_50_20_21', 'score': 0.4073423147201538}, {'title': 'Planning officer', 'code': 'Ro_30_30_65', 'score': 0.3950285017490387}]"
2355,35.0,ARC_S,Acradis PAA Salary,Digital Engineering,Assistant CAD Manager,Classification: Acradis PAA Salary | Discipline: Digital Engineering | Position: Assistant CAD Manager,Unclassified,Ro_00_Unclassified,0.5131,"[{'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'score': 0.47064390778541565}, {'title': 'Principal designer', 'code': 'Ro_30_30_68', 'score': 0.4602509140968323}]"
2356,36.0,JCB_S,Jacobs PAA Salary,Design Management,Zone Manager - Central (C3S),Classification: Jacobs PAA Salary | Discipline: Design Management | Position: Zone Manager - Central (C3S),Unclassified,Ro_00_Unclassified,0.4594,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'score': 0.44063058495521545}, {'title': 'Principal designer', 'code': 'Ro_30_30_68', 'score': 0.4282061457633972}]"
2357,13.0,P9,Graduate Engineer,,,Classification: Graduate Engineer,Unclassified,Ro_00_Unclassified,0.6256,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'score': 0.610291600227356}, {'title': 'Digital engineer', 'code': 'Ro_50_20_26', 'score': 0.5918179750442505}]"
2359,35.0,ARC_S,Acradis PAA Salary,ITS (Surface),ITS Engineer,Classification: Acradis PAA Salary | Discipline: ITS (Surface) | Position: ITS Engineer,Unclassified,Ro_00_Unclassified,0.4421,"[{'title': 'Facade engineer', 'code': 'Ro_50_10_29', 'score': 0.437356173992157}, {'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'score': 0.4367150068283081}]"
2360,36.0,JCB_S,Jacobs PAA Salary,Drainage,Surface Water Quality & Water Treatment Engineer,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Surface Water Quality & Water Treatment Engineer,Unclassified,Ro_00_Unclassified,0.6155,"[{'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'score': 0.5997192859649658}, {'title': 'Hydraulic engineer', 'code': 'Ro_50_20_42', 'score': 0.4987928867340088}]"
2361,36.0,JCB_S,Jacobs PAA Salary,,Road Engineer - Central,Classification: Jacobs PAA Salary | Position: Road Engineer - Central,Unclassified,Ro_00_Unclassified,0.4729,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.46296972036361694}, {'title': 'Drainage engineer', 'code': 'Ro_50_20_28', 'score': 0.3962712585926056}]"
2362,35.0,ARC_S,Acradis PAA Salary,Project Management,Project Engineer/Administrator,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Project Engineer/Administrator,Unclassified,Ro_00_Unclassified,0.4829,"[{'title': 'Facilities manager', 'code': 'Ro_10_40_30', 'score': 0.48148494958877563}, {'title': 'Development control officer', 'code': 'Ro_30_30_20', 'score': 0.4769781827926636}]"
2363,35.0,ARC_S,Acradis PAA Salary,Drainage,Drainage and Flooding Assistant Discipline Lead,Classification: Acradis PAA Salary | Discipline: Drainage | Position: Drainage and Flooding Assistant Discipline Lead,Unclassified,Ro_00_Unclassified,0.5144,"[{'title': 'Flood and coastal risk management officer', 'code': 'Ro_30_30_29', 'score': 0.46290257573127747}, {'title': 'Environmental officer', 'code': 'Ro_30_30_26', 'score': 0.41899725794792175}]"
2364,36.0,JCB_S,Jacobs PAA Salary,Building Structures,Building Structures SME,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: Building Structures SME,Unclassified,Ro_00_Unclassified,0.5102,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'score': 0.49189335107803345}, {'title': 'Building control officer', 'code': 'Ro_30_30_09', 'score': 0.4796081483364105}]"
2365,36.0,JCB_S,Jacobs PAA Salary,ITS (Surface),BMI Lead SME,Classification: Jacobs PAA Salary | Discipline: ITS (Surface) | Position: BMI Lead SME,Unclassified,Ro_00_Unclassified,0.3911,"[{'title': 'Chief financial officer', 'code': 'Ro_10_10_16', 'score': 0.37704920768737793}, {'title': 'Design lead', 'code': 'Ro_30_50_25', 'score': 0.3724959194660187}]"
2366,36.0,JCB_S,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Unclassified,Ro_00_Unclassified,0.3297,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'score': 0.3260365128517151}, {'title': 'Rail labourer', 'code': 'Ro_70_70_68', 'score': 0.29559463262557983}]"
2367,2.0,P1,Design Discipline Lead/ SME,,MCA Development,Classification: Design Discipline Lead/ SME | Position: MCA Development,Unclassified,Ro_00_Unclassified,0.6231,"[{'title': 'Design manager', 'code': 'Ro_50_10_22', 'score': 0.4896928071975708}, {'title': 'Asset management lead', 'code': 'Ro_30_50_04', 'score': 0.47819510102272034}]"
2368,2.0,P1,Design Discipline Lead/ SME,Durability,Durability,Classification: Design Discipline Lead/ SME | Discipline: Durability | Position: Durability,Unclassified,Ro_00_Unclassified,0.6068,"[{'title': 'Design roles', 'code': 'Ro_50', 'score': 0.46040260791778564}, {'title': 'Design manager', 'code': 'Ro_50_10_22', 'score': 0.4586028754711151}]"
2369,4.0,P3,Senior Associate,Durability,Durability,Classification: Senior Associate | Discipline: Durability | Position: Durability,Unclassified,Ro_00_Unclassified,0.4378,"[{'title': 'Organization roles', 'code': 'Ro_10_10', 'score': 0.377532422542572}, {'title': 'Heritage officer', 'code': 'Ro_30_30_36', 'score': 0.3713124096393585}]"
2370,8.0,P7,Experienced engineer 2,,,Classification: Experienced engineer 2,Unclassified,Ro_00_Unclassified,0.6048,"[{'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'score': 0.6030372381210327}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'score': 0.5884501934051514}]"
2372,5.0,P4,Associate,Durability,Principal Civil Engineer - Durability,Classification: Associate | Discipline: Durability | Position: Principal Civil Engineer - Durability,Unclassified,Ro_00_Unclassified,0.6037,"[{'title': 'Reliability engineer', 'code': 'Ro_50_20_72', 'score': 0.5232931971549988}, {'title': 'Demolition engineer', 'code': 'Ro_50_20_24', 'score': 0.4615934193134308}]"
2373,6.0,P5,Senior Engineer,,,Classification: Senior Engineer,Unclassified,Ro_00_Unclassified,0.6173,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'score': 0.6078516244888306}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'score': 0.59544837474823}]"
2374,8.0,P7,Experienced engineer 2,Durability,Durability,Classification: Experienced engineer 2 | Discipline: Durability | Position: Durability,Unclassified,Ro_00_Unclassified,0.5506,"[{'title': 'Engineering design roles', 'code': 'Ro_50_20', 'score': 0.47750216722488403}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'score': 0.47198957204818726}]"
2375,8.0,P7,Experienced engineer 2,,,Classification: Experienced engineer 2,Unclassified,Ro_00_Unclassified,0.6048,"[{'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'score': 0.6030372381210327}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'score': 0.5884501934051514}]"
2376,10.0,P8,Engineer 1,Durability,Durability Consultant,Classification: Engineer 1 | Discipline: Durability | Position: Durability Consultant,Unclassified,Ro_00_Unclassified,0.5644,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.4870651364326477}, {'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'score': 0.4837796092033386}]"
2377,13.0,P9,Graduate Engineer,,,Classification: Graduate Engineer,Unclassified,Ro_00_Unclassified,0.6256,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'score': 0.610291600227356}, {'title': 'Digital engineer', 'code': 'Ro_50_20_26', 'score': 0.5918179750442505}]"
2378,35.0,ARC_S,Acradis PAA Salary,Project Management,Arcadis Mobilisation Manager / Project Admin,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Arcadis Mobilisation Manager / Project Admin,Unclassified,Ro_00_Unclassified,0.5168,"[{'title': 'Development control officer', 'code': 'Ro_30_30_20', 'score': 0.5040724873542786}, {'title': 'Project manager', 'code': 'Ro_30_10_67', 'score': 0.4829385280609131}]"
2379,36.0,JCB_S,Jacobs PAA Salary,Road Civil,,Classification: Jacobs PAA Salary | Discipline: Road Civil,Unclassified,Ro_00_Unclassified,0.4013,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'score': 0.39413779973983765}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.392467737197876}]"
2380,,,,,,,Unclassified,Ro_00_Unclassified,0.3849,"[{'title': 'Joiner', 'code': 'Ro_70_50_44', 'score': 0.3383976221084595}, {'title': 'Client', 'code': 'Ro_10_20_14', 'score': 0.3328319489955902}]"
2381,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Tunnel Engineer,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Tunnel Engineer,Unclassified,Ro_00_Unclassified,0.6445,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.4892284870147705}, {'title': 'Rail engineer', 'code': 'Ro_50_20_70', 'score': 0.4727715253829956}]"
2382,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Tunnel Engineer,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Tunnel Engineer,Unclassified,Ro_00_Unclassified,0.6445,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'score': 0.4892284870147705}, {'title': 'Rail engineer', 'code': 'Ro_50_20_70', 'score': 0.4727715253829956}]"
2383,7.0,P6,Experienced engineer 1,,,Classification: Experienced engineer 1,Unclassified,Ro_00_Unclassified,0.6118,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'score': 0.6069883108139038}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'score': 0.5923910140991211}]"
